id,date,store_nbr,family,sales,onpromotion
110199,2013-03-03,50,GROCERY I,9066,0
111981,2013-03-04,50,GROCERY I,5347,0
113763,2013-03-05,50,GROCERY I,4637,0
115545,2013-03-06,50,GROCERY I,5052,0
117327,2013-03-07,50,GROCERY I,3881,0
119109,2013-03-08,50,GROCERY I,4150,0
120891,2013-03-09,50,GROCERY I,7190,0
122673,2013-03-10,50,GROCERY I,7487,0
124455,2013-03-11,50,GROCERY I,4717,0
126237,2013-03-12,50,GROCERY I,3918,0
128019,2013-03-13,50,GROCERY I,4242,0
129801,2013-03-14,50,GROCERY I,3471,0
131583,2013-03-15,50,GROCERY I,3884,0
133365,2013-03-16,50,GROCERY I,6881,0
135147,2013-03-17,50,GROCERY I,7565,0
136929,2013-03-18,50,GROCERY I,4791,0
138711,2013-03-19,50,GROCERY I,3813,0
140493,2013-03-20,50,GROCERY I,4642,0
142275,2013-03-21,50,GROCERY I,3639,0
144057,2013-03-22,50,GROCERY I,3819,0
145839,2013-03-23,50,GROCERY I,6896,0
147621,2013-03-24,50,GROCERY I,7366,0
149403,2013-03-25,50,GROCERY I,4370,0
151185,2013-03-26,50,GROCERY I,3553,0
152967,2013-03-27,50,GROCERY I,4650,0
154749,2013-03-28,50,GROCERY I,4275,0
156531,2013-03-29,50,GROCERY I,5060,0
158313,2013-03-30,50,GROCERY I,6836,0
160095,2013-03-31,50,GROCERY I,8043,0
161877,2013-04-01,50,GROCERY I,6288,0
163659,2013-04-02,50,GROCERY I,5520,0
165441,2013-04-03,50,GROCERY I,5412,0
167223,2013-04-04,50,GROCERY I,4456,0
169005,2013-04-05,50,GROCERY I,4660,0
170787,2013-04-06,50,GROCERY I,7698,0
172569,2013-04-07,50,GROCERY I,8190,0
174351,2013-04-08,50,GROCERY I,4895,0
176133,2013-04-09,50,GROCERY I,4209,0
177915,2013-04-10,50,GROCERY I,4701,0
179697,2013-04-11,50,GROCERY I,3487,0
181479,2013-04-12,50,GROCERY I,4086,0
183261,2013-04-13,50,GROCERY I,6436,0
185043,2013-04-14,50,GROCERY I,7126,0
186825,2013-04-15,50,GROCERY I,4326,0
188607,2013-04-16,50,GROCERY I,4571,0
190389,2013-04-17,50,GROCERY I,4640,0
192171,2013-04-18,50,GROCERY I,3168,0
193953,2013-04-19,50,GROCERY I,4216,0
195735,2013-04-20,50,GROCERY I,6376,0
197517,2013-04-21,50,GROCERY I,6892,0
199299,2013-04-22,50,GROCERY I,4281,0
201081,2013-04-23,50,GROCERY I,4269,0
202863,2013-04-24,50,GROCERY I,4707,0
204645,2013-04-25,50,GROCERY I,3690,0
206427,2013-04-26,50,GROCERY I,4117,0
208209,2013-04-27,50,GROCERY I,6608,0
209991,2013-04-28,50,GROCERY I,7401,0
211773,2013-04-29,50,GROCERY I,4461,0
213555,2013-04-30,50,GROCERY I,3992,0
215337,2013-05-01,50,GROCERY I,8780,0
217119,2013-05-02,50,GROCERY I,4963,0
218901,2013-05-03,50,GROCERY I,4847,0
220683,2013-05-04,50,GROCERY I,8003,0
222465,2013-05-05,50,GROCERY I,8693,0
224247,2013-05-06,50,GROCERY I,4963,0
226029,2013-05-07,50,GROCERY I,4511,0
227811,2013-05-08,50,GROCERY I,5194,0
229593,2013-05-09,50,GROCERY I,3928,0
231375,2013-05-10,50,GROCERY I,4399,0
233157,2013-05-11,50,GROCERY I,6298,0
234939,2013-05-12,50,GROCERY I,5009,0
236721,2013-05-13,50,GROCERY I,4412,0
238503,2013-05-14,50,GROCERY I,4069,0
240285,2013-05-15,50,GROCERY I,4707,0
242067,2013-05-16,50,GROCERY I,4619,0
243849,2013-05-17,50,GROCERY I,4125,0
245631,2013-05-18,50,GROCERY I,6485,0
247413,2013-05-19,50,GROCERY I,7491,0
249195,2013-05-20,50,GROCERY I,4413,0
250977,2013-05-21,50,GROCERY I,3518,0
252759,2013-05-22,50,GROCERY I,4604,0
254541,2013-05-23,50,GROCERY I,3712,0
256323,2013-05-24,50,GROCERY I,5431,0
258105,2013-05-25,50,GROCERY I,5481,0
259887,2013-05-26,50,GROCERY I,6329,0
261669,2013-05-27,50,GROCERY I,4105,0
263451,2013-05-28,50,GROCERY I,4119,0
265233,2013-05-29,50,GROCERY I,4053,0
267015,2013-05-30,50,GROCERY I,4193,0
268797,2013-05-31,50,GROCERY I,4627,0
270579,2013-06-01,50,GROCERY I,7841,0
272361,2013-06-02,50,GROCERY I,8256,0
274143,2013-06-03,50,GROCERY I,6160,0
275925,2013-06-04,50,GROCERY I,4825,0
277707,2013-06-05,50,GROCERY I,4978,0
279489,2013-06-06,50,GROCERY I,3909,0
281271,2013-06-07,50,GROCERY I,4651,0
283053,2013-06-08,50,GROCERY I,7119,0
284835,2013-06-09,50,GROCERY I,7770,0
286617,2013-06-10,50,GROCERY I,4723,0
288399,2013-06-11,50,GROCERY I,3798,0
290181,2013-06-12,50,GROCERY I,4507,0
291963,2013-06-13,50,GROCERY I,3620,0
293745,2013-06-14,50,GROCERY I,4665,0
295527,2013-06-15,50,GROCERY I,6168,0
297309,2013-06-16,50,GROCERY I,5953,0
299091,2013-06-17,50,GROCERY I,5212,0
300873,2013-06-18,50,GROCERY I,4110,0
302655,2013-06-19,50,GROCERY I,4831,0
304437,2013-06-20,50,GROCERY I,4113,0
306219,2013-06-21,50,GROCERY I,4301,0
308001,2013-06-22,50,GROCERY I,5988,0
309783,2013-06-23,50,GROCERY I,7377,0
311565,2013-06-24,50,GROCERY I,4139,0
313347,2013-06-25,50,GROCERY I,4028,0
315129,2013-06-26,50,GROCERY I,4713,0
316911,2013-06-27,50,GROCERY I,3493,0
318693,2013-06-28,50,GROCERY I,4141,0
320475,2013-06-29,50,GROCERY I,7344,0
322257,2013-06-30,50,GROCERY I,7683,0
324039,2013-07-01,50,GROCERY I,5858,0
325821,2013-07-02,50,GROCERY I,5708,0
327603,2013-07-03,50,GROCERY I,5152,0
329385,2013-07-04,50,GROCERY I,4615,0
331167,2013-07-05,50,GROCERY I,4634,0
332949,2013-07-06,50,GROCERY I,7079,0
334731,2013-07-07,50,GROCERY I,7701,0
336513,2013-07-08,50,GROCERY I,5568,0
338295,2013-07-09,50,GROCERY I,4477,0
340077,2013-07-10,50,GROCERY I,5115,0
341859,2013-07-11,50,GROCERY I,4309,0
343641,2013-07-12,50,GROCERY I,4103,0
345423,2013-07-13,50,GROCERY I,6461,0
347205,2013-07-14,50,GROCERY I,6567,0
348987,2013-07-15,50,GROCERY I,5033,0
350769,2013-07-16,50,GROCERY I,4810,0
352551,2013-07-17,50,GROCERY I,4572,0
354333,2013-07-18,50,GROCERY I,4571,0
356115,2013-07-19,50,GROCERY I,4084,0
357897,2013-07-20,50,GROCERY I,6022,0
359679,2013-07-21,50,GROCERY I,6434,0
361461,2013-07-22,50,GROCERY I,4764,0
363243,2013-07-23,50,GROCERY I,5088,0
365025,2013-07-24,50,GROCERY I,4636,0
366807,2013-07-25,50,GROCERY I,4568,0
368589,2013-07-26,50,GROCERY I,4492,0
370371,2013-07-27,50,GROCERY I,6083,0
372153,2013-07-28,50,GROCERY I,5979,0
373935,2013-07-29,50,GROCERY I,4808,0
375717,2013-07-30,50,GROCERY I,4597,0
377499,2013-07-31,50,GROCERY I,5974,0
379281,2013-08-01,50,GROCERY I,5616,0
381063,2013-08-02,50,GROCERY I,5810,0
382845,2013-08-03,50,GROCERY I,6878,0
384627,2013-08-04,50,GROCERY I,7046,0
386409,2013-08-05,50,GROCERY I,6534,0
388191,2013-08-06,50,GROCERY I,5303,0
389973,2013-08-07,50,GROCERY I,6142,0
391755,2013-08-08,50,GROCERY I,4392,0
393537,2013-08-09,50,GROCERY I,4379,0
395319,2013-08-10,50,GROCERY I,5771,0
397101,2013-08-11,50,GROCERY I,5675,0
398883,2013-08-12,50,GROCERY I,4507,0
400665,2013-08-13,50,GROCERY I,4398,0
402447,2013-08-14,50,GROCERY I,4378,0
404229,2013-08-15,50,GROCERY I,4719,0
406011,2013-08-16,50,GROCERY I,4590,0
407793,2013-08-17,50,GROCERY I,6153,0
409575,2013-08-18,50,GROCERY I,6274,0
411357,2013-08-19,50,GROCERY I,5059,0
413139,2013-08-20,50,GROCERY I,4618,0
414921,2013-08-21,50,GROCERY I,4349,0
416703,2013-08-22,50,GROCERY I,4294,0
418485,2013-08-23,50,GROCERY I,4138,0
420267,2013-08-24,50,GROCERY I,5835,0
422049,2013-08-25,50,GROCERY I,5951,0
423831,2013-08-26,50,GROCERY I,4887,0
425613,2013-08-27,50,GROCERY I,4408,0
427395,2013-08-28,50,GROCERY I,4989,0
429177,2013-08-29,50,GROCERY I,4239,0
430959,2013-08-30,50,GROCERY I,4470,0
432741,2013-08-31,50,GROCERY I,7929,0
434523,2013-09-01,50,GROCERY I,9184,0
436305,2013-09-02,50,GROCERY I,7415,0
438087,2013-09-03,50,GROCERY I,6151,0
439869,2013-09-04,50,GROCERY I,5744,0
441651,2013-09-05,50,GROCERY I,4419,0
443433,2013-09-06,50,GROCERY I,4067,0
445215,2013-09-07,50,GROCERY I,7496,0
446997,2013-09-08,50,GROCERY I,8215,0
448779,2013-09-09,50,GROCERY I,5055,0
450561,2013-09-10,50,GROCERY I,4519,0
452343,2013-09-11,50,GROCERY I,4402,0
454125,2013-09-12,50,GROCERY I,3404,0
455907,2013-09-13,50,GROCERY I,4046,0
457689,2013-09-14,50,GROCERY I,6573,0
459471,2013-09-15,50,GROCERY I,7372,0
461253,2013-09-16,50,GROCERY I,4452,0
463035,2013-09-17,50,GROCERY I,4146,0
464817,2013-09-18,50,GROCERY I,4442,0
466599,2013-09-19,50,GROCERY I,3308,0
468381,2013-09-20,50,GROCERY I,4547,0
470163,2013-09-21,50,GROCERY I,7008,0
471945,2013-09-22,50,GROCERY I,7632,0
473727,2013-09-23,50,GROCERY I,4800,0
475509,2013-09-24,50,GROCERY I,3711,0
477291,2013-09-25,50,GROCERY I,4108,0
479073,2013-09-26,50,GROCERY I,3180,0
480855,2013-09-27,50,GROCERY I,3780,0
482637,2013-09-28,50,GROCERY I,6921,0
484419,2013-09-29,50,GROCERY I,7958,0
486201,2013-09-30,50,GROCERY I,5067,0
487983,2013-10-01,50,GROCERY I,6210,0
489765,2013-10-02,50,GROCERY I,6008,0
491547,2013-10-03,50,GROCERY I,4706,0
493329,2013-10-04,50,GROCERY I,5077,0
495111,2013-10-05,50,GROCERY I,8260,0
496893,2013-10-06,50,GROCERY I,8649,0
498675,2013-10-07,50,GROCERY I,5057,0
500457,2013-10-08,50,GROCERY I,4659,0
502239,2013-10-09,50,GROCERY I,4485,0
504021,2013-10-10,50,GROCERY I,3696,0
505803,2013-10-11,50,GROCERY I,6002,0
507585,2013-10-12,50,GROCERY I,6308,0
509367,2013-10-13,50,GROCERY I,6898,0
511149,2013-10-14,50,GROCERY I,4264,0
512931,2013-10-15,50,GROCERY I,3384,0
514713,2013-10-16,50,GROCERY I,5449,0
516495,2013-10-17,50,GROCERY I,3784,0
518277,2013-10-18,50,GROCERY I,4469,0
520059,2013-10-19,50,GROCERY I,7426,0
521841,2013-10-20,50,GROCERY I,7377,0
523623,2013-10-21,50,GROCERY I,4300,0
525405,2013-10-22,50,GROCERY I,3723,0
527187,2013-10-23,50,GROCERY I,4936,0
528969,2013-10-24,50,GROCERY I,3413,0
530751,2013-10-25,50,GROCERY I,3913,0
532533,2013-10-26,50,GROCERY I,6645,0
534315,2013-10-27,50,GROCERY I,7830,0
536097,2013-10-28,50,GROCERY I,4426,0
537879,2013-10-29,50,GROCERY I,3562,0
539661,2013-10-30,50,GROCERY I,4357,0
541443,2013-10-31,50,GROCERY I,3186,0
543225,2013-11-01,50,GROCERY I,4027,0
545007,2013-11-02,50,GROCERY I,5720,0
546789,2013-11-03,50,GROCERY I,6623,0
548571,2013-11-04,50,GROCERY I,4838,0
550353,2013-11-05,50,GROCERY I,4755,0
552135,2013-11-06,50,GROCERY I,4637,0
553917,2013-11-07,50,GROCERY I,3006,0
555699,2013-11-08,50,GROCERY I,4043,0
557481,2013-11-09,50,GROCERY I,6273,0
559263,2013-11-10,50,GROCERY I,6953,0
561045,2013-11-11,50,GROCERY I,4054,0
562827,2013-11-12,50,GROCERY I,5011,0
564609,2013-11-13,50,GROCERY I,3888,0
566391,2013-11-14,50,GROCERY I,2961,0
568173,2013-11-15,50,GROCERY I,3951,0
569955,2013-11-16,50,GROCERY I,6776,0
571737,2013-11-17,50,GROCERY I,6767,0
573519,2013-11-18,50,GROCERY I,4147,0
575301,2013-11-19,50,GROCERY I,3891,0
577083,2013-11-20,50,GROCERY I,4001,0
578865,2013-11-21,50,GROCERY I,3552,0
580647,2013-11-22,50,GROCERY I,4121,0
582429,2013-11-23,50,GROCERY I,5931,0
584211,2013-11-24,50,GROCERY I,7020,0
585993,2013-11-25,50,GROCERY I,5222,0
587775,2013-11-26,50,GROCERY I,3448,0
589557,2013-11-27,50,GROCERY I,4441,0
591339,2013-11-28,50,GROCERY I,4591,0
593121,2013-11-29,50,GROCERY I,4353,0
594903,2013-11-30,50,GROCERY I,7484,0
596685,2013-12-01,50,GROCERY I,8928,0
598467,2013-12-02,50,GROCERY I,5613,0
600249,2013-12-03,50,GROCERY I,5017,0
602031,2013-12-04,50,GROCERY I,7657,0
603813,2013-12-05,50,GROCERY I,5642,0
605595,2013-12-06,50,GROCERY I,5006,0
607377,2013-12-07,50,GROCERY I,8347,0
609159,2013-12-08,50,GROCERY I,8749,0
610941,2013-12-09,50,GROCERY I,6588,0
612723,2013-12-10,50,GROCERY I,5064,0
614505,2013-12-11,50,GROCERY I,5252,0
616287,2013-12-12,50,GROCERY I,4409,0
618069,2013-12-13,50,GROCERY I,5983,0
619851,2013-12-14,50,GROCERY I,7987,0
621633,2013-12-15,50,GROCERY I,9181,0
623415,2013-12-16,50,GROCERY I,7222,0
625197,2013-12-17,50,GROCERY I,5891,0
626979,2013-12-18,50,GROCERY I,9133,0
628761,2013-12-19,50,GROCERY I,9545,0
630543,2013-12-20,50,GROCERY I,8265,0
632325,2013-12-21,50,GROCERY I,8885,0
634107,2013-12-22,50,GROCERY I,11000,0
635889,2013-12-23,50,GROCERY I,10671,0
637671,2013-12-24,50,GROCERY I,8664,0
639453,2013-12-26,50,GROCERY I,6714,0
641235,2013-12-27,50,GROCERY I,5724,0
643017,2013-12-28,50,GROCERY I,7175,0
644799,2013-12-29,50,GROCERY I,6509,0
646581,2013-12-30,50,GROCERY I,7918,0
648363,2013-12-31,50,GROCERY I,4571,0
650145,2014-01-01,50,GROCERY I,0,0
651927,2014-01-02,50,GROCERY I,7227,0
653709,2014-01-03,50,GROCERY I,5608,0
655491,2014-01-04,50,GROCERY I,9156,0
657273,2014-01-05,50,GROCERY I,8008,0
659055,2014-01-06,50,GROCERY I,5155,0
660837,2014-01-07,50,GROCERY I,4631,0
662619,2014-01-08,50,GROCERY I,5126,0
664401,2014-01-09,50,GROCERY I,3912,0
666183,2014-01-10,50,GROCERY I,3963,0
667965,2014-01-11,50,GROCERY I,6591,0
669747,2014-01-12,50,GROCERY I,6839,0
671529,2014-01-13,50,GROCERY I,4162,0
673311,2014-01-14,50,GROCERY I,3822,0
675093,2014-01-15,50,GROCERY I,4498,0
676875,2014-01-16,50,GROCERY I,4404,0
678657,2014-01-17,50,GROCERY I,4539,0
680439,2014-01-18,50,GROCERY I,6782,0
682221,2014-01-19,50,GROCERY I,6706,0
684003,2014-01-20,50,GROCERY I,4696,0
685785,2014-01-21,50,GROCERY I,3865,0
687567,2014-01-22,50,GROCERY I,4387,0
689349,2014-01-23,50,GROCERY I,3628,0
691131,2014-01-24,50,GROCERY I,4129,0
692913,2014-01-25,50,GROCERY I,6869,0
694695,2014-01-26,50,GROCERY I,6223,0
696477,2014-01-27,50,GROCERY I,4162,0
698259,2014-01-28,50,GROCERY I,3930,0
700041,2014-01-29,50,GROCERY I,4173,0
701823,2014-01-30,50,GROCERY I,4153,0
703605,2014-01-31,50,GROCERY I,4735,0
705387,2014-02-01,50,GROCERY I,7980,0
707169,2014-02-02,50,GROCERY I,7574,0
708951,2014-02-03,50,GROCERY I,5542,0
710733,2014-02-04,50,GROCERY I,4905,0
712515,2014-02-05,50,GROCERY I,5139,0
714297,2014-02-06,50,GROCERY I,4017,0
716079,2014-02-07,50,GROCERY I,4319,0
717861,2014-02-08,50,GROCERY I,6580,0
719643,2014-02-09,50,GROCERY I,6456,0
721425,2014-02-10,50,GROCERY I,5196,0
723207,2014-02-11,50,GROCERY I,4425,0
724989,2014-02-12,50,GROCERY I,5498,0
726771,2014-02-13,50,GROCERY I,4119,0
728553,2014-02-14,50,GROCERY I,4047,0
730335,2014-02-15,50,GROCERY I,5465,0
732117,2014-02-16,50,GROCERY I,6922,0
733899,2014-02-17,50,GROCERY I,4543,0
735681,2014-02-18,50,GROCERY I,4005,0
737463,2014-02-19,50,GROCERY I,4375,0
739245,2014-02-20,50,GROCERY I,3588,0
741027,2014-02-21,50,GROCERY I,4256,0
742809,2014-02-22,50,GROCERY I,6871,0
744591,2014-02-23,50,GROCERY I,5987,0
746373,2014-02-24,50,GROCERY I,5173,0
748155,2014-02-25,50,GROCERY I,4069,0
749937,2014-02-26,50,GROCERY I,5095,0
751719,2014-02-27,50,GROCERY I,3813,0
753501,2014-02-28,50,GROCERY I,4734,0
755283,2014-03-01,50,GROCERY I,6717,0
757065,2014-03-02,50,GROCERY I,4614,0
758847,2014-03-03,50,GROCERY I,5630,0
760629,2014-03-04,50,GROCERY I,6937,0
762411,2014-03-05,50,GROCERY I,6683,0
764193,2014-03-06,50,GROCERY I,5215,0
765975,2014-03-07,50,GROCERY I,5342,0
767757,2014-03-08,50,GROCERY I,7055,0
769539,2014-03-09,50,GROCERY I,9032,0
771321,2014-03-10,50,GROCERY I,5231,0
773103,2014-03-11,50,GROCERY I,4021,0
774885,2014-03-12,50,GROCERY I,4343,0
776667,2014-03-13,50,GROCERY I,3669,0
778449,2014-03-14,50,GROCERY I,4756,0
780231,2014-03-15,50,GROCERY I,6679,0
782013,2014-03-16,50,GROCERY I,7854.295,0
783795,2014-03-17,50,GROCERY I,4723,0
785577,2014-03-18,50,GROCERY I,4399,0
787359,2014-03-19,50,GROCERY I,4473,0
789141,2014-03-20,50,GROCERY I,3984,0
790923,2014-03-21,50,GROCERY I,4330,0
792705,2014-03-22,50,GROCERY I,7387,0
794487,2014-03-23,50,GROCERY I,7577,0
796269,2014-03-24,50,GROCERY I,4587,0
798051,2014-03-25,50,GROCERY I,3972,0
799833,2014-03-26,50,GROCERY I,4397,0
801615,2014-03-27,50,GROCERY I,3760,0
803397,2014-03-28,50,GROCERY I,4687,0
805179,2014-03-29,50,GROCERY I,8158,0
806961,2014-03-30,50,GROCERY I,8469,0
808743,2014-03-31,50,GROCERY I,5417,0
810525,2014-04-01,50,GROCERY I,5920,0
812307,2014-04-02,50,GROCERY I,5456,0
814089,2014-04-03,50,GROCERY I,4372,0
815871,2014-04-04,50,GROCERY I,5493,0
817653,2014-04-05,50,GROCERY I,8730,0
819435,2014-04-06,50,GROCERY I,9758,0
821217,2014-04-07,50,GROCERY I,5525,0
822999,2014-04-08,50,GROCERY I,4872,0
824781,2014-04-09,50,GROCERY I,5056,0
826563,2014-04-10,50,GROCERY I,3880,0
828345,2014-04-11,50,GROCERY I,4347,0
830127,2014-04-12,50,GROCERY I,7050,0
831909,2014-04-13,50,GROCERY I,7839,0
833691,2014-04-14,50,GROCERY I,4615,0
835473,2014-04-15,50,GROCERY I,3990,0
837255,2014-04-16,50,GROCERY I,5012,0
839037,2014-04-17,50,GROCERY I,4471,0
840819,2014-04-18,50,GROCERY I,4956,0
842601,2014-04-19,50,GROCERY I,6841,0
844383,2014-04-20,50,GROCERY I,6636,0
846165,2014-04-21,50,GROCERY I,4740,0
847947,2014-04-22,50,GROCERY I,4343,0
849729,2014-04-23,50,GROCERY I,4836,0
851511,2014-04-24,50,GROCERY I,4092,0
853293,2014-04-25,50,GROCERY I,4704,0
855075,2014-04-26,50,GROCERY I,7282,0
856857,2014-04-27,50,GROCERY I,7787,0
858639,2014-04-28,50,GROCERY I,3898,0
860421,2014-04-29,50,GROCERY I,3832,0
862203,2014-04-30,50,GROCERY I,4559,0
863985,2014-05-01,50,GROCERY I,7961,0
865767,2014-05-02,50,GROCERY I,6074,0
867549,2014-05-03,50,GROCERY I,8117,0
869331,2014-05-04,50,GROCERY I,8579,0
871113,2014-05-05,50,GROCERY I,4813,0
872895,2014-05-06,50,GROCERY I,4338,0
874677,2014-05-07,50,GROCERY I,5225,0
876459,2014-05-08,50,GROCERY I,4342,0
878241,2014-05-09,50,GROCERY I,4730,0
880023,2014-05-10,50,GROCERY I,6830,0
881805,2014-05-11,50,GROCERY I,5311,0
883587,2014-05-12,50,GROCERY I,4509,0
885369,2014-05-13,50,GROCERY I,4046,0
887151,2014-05-14,50,GROCERY I,4273,0
888933,2014-05-15,50,GROCERY I,3324,0
890715,2014-05-16,50,GROCERY I,4362,0
892497,2014-05-17,50,GROCERY I,6729,0
894279,2014-05-18,50,GROCERY I,7945,0
896061,2014-05-19,50,GROCERY I,4297,0
897843,2014-05-20,50,GROCERY I,4063,0
899625,2014-05-21,50,GROCERY I,4211,0
901407,2014-05-22,50,GROCERY I,3418,0
903189,2014-05-23,50,GROCERY I,4234,0
904971,2014-05-24,50,GROCERY I,6793,0
906753,2014-05-25,50,GROCERY I,7508,0
908535,2014-05-26,50,GROCERY I,4330,0
910317,2014-05-27,50,GROCERY I,4232,0
912099,2014-05-28,50,GROCERY I,4212,0
913881,2014-05-29,50,GROCERY I,3796,0
915663,2014-05-30,50,GROCERY I,4406,0
917445,2014-05-31,50,GROCERY I,7299,0
919227,2014-06-01,50,GROCERY I,8744,0
921009,2014-06-02,50,GROCERY I,6318,0
922791,2014-06-03,50,GROCERY I,5029,0
924573,2014-06-04,50,GROCERY I,4844,0
926355,2014-06-05,50,GROCERY I,4199,0
928137,2014-06-06,50,GROCERY I,4876,0
929919,2014-06-07,50,GROCERY I,7347,0
931701,2014-06-08,50,GROCERY I,7697,0
933483,2014-06-09,50,GROCERY I,4760,0
935265,2014-06-10,50,GROCERY I,4092,0
937047,2014-06-11,50,GROCERY I,4573,0
938829,2014-06-12,50,GROCERY I,4126,0
940611,2014-06-13,50,GROCERY I,4448,0
942393,2014-06-14,50,GROCERY I,7368,0
944175,2014-06-15,50,GROCERY I,5678,0
945957,2014-06-16,50,GROCERY I,5334,0
947739,2014-06-17,50,GROCERY I,4304,0
949521,2014-06-18,50,GROCERY I,4258,0
951303,2014-06-19,50,GROCERY I,3561,0
953085,2014-06-20,50,GROCERY I,4026,0
954867,2014-06-21,50,GROCERY I,7329,0
956649,2014-06-22,50,GROCERY I,8307,0
958431,2014-06-23,50,GROCERY I,5039,0
960213,2014-06-24,50,GROCERY I,4285,0
961995,2014-06-25,50,GROCERY I,4231,0
963777,2014-06-26,50,GROCERY I,3949,0
965559,2014-06-27,50,GROCERY I,4337,0
967341,2014-06-28,50,GROCERY I,7009,0
969123,2014-06-29,50,GROCERY I,7261,0
970905,2014-06-30,50,GROCERY I,5329,1
972687,2014-07-01,50,GROCERY I,5676,4
974469,2014-07-02,50,GROCERY I,5682,4
976251,2014-07-03,50,GROCERY I,4983,3
978033,2014-07-04,50,GROCERY I,5104,6
979815,2014-07-05,50,GROCERY I,7523,5
981597,2014-07-06,50,GROCERY I,8276,7
983379,2014-07-07,50,GROCERY I,5557,6
985161,2014-07-08,50,GROCERY I,5193,3
986943,2014-07-09,50,GROCERY I,4205,5
988725,2014-07-10,50,GROCERY I,4327,2
990507,2014-07-11,50,GROCERY I,4602,10
992289,2014-07-12,50,GROCERY I,6578,4
994071,2014-07-13,50,GROCERY I,6681,19
995853,2014-07-14,50,GROCERY I,5150,3
997635,2014-07-15,50,GROCERY I,4802,4
999417,2014-07-16,50,GROCERY I,4468,6
1001199,2014-07-17,50,GROCERY I,3730,8
1002981,2014-07-18,50,GROCERY I,4471,12
1004763,2014-07-19,50,GROCERY I,6316,23
1006545,2014-07-20,50,GROCERY I,6539,7
1008327,2014-07-21,50,GROCERY I,5107,6
1010109,2014-07-22,50,GROCERY I,4486,9
1011891,2014-07-23,50,GROCERY I,5062,4
1013673,2014-07-24,50,GROCERY I,4344,6
1015455,2014-07-25,50,GROCERY I,4571,5
1017237,2014-07-26,50,GROCERY I,6212,7
1019019,2014-07-27,50,GROCERY I,6158,4
1020801,2014-07-28,50,GROCERY I,4676,10
1022583,2014-07-29,50,GROCERY I,4092,4
1024365,2014-07-30,50,GROCERY I,4613,4
1026147,2014-07-31,50,GROCERY I,4103,2
1027929,2014-08-01,50,GROCERY I,6022,7
1029711,2014-08-02,50,GROCERY I,7765,9
1031493,2014-08-03,50,GROCERY I,7225,5
1033275,2014-08-04,50,GROCERY I,5757,2
